D1,,,,parameters of the mean fragility,,,D2,,,,parameters of the mean fragility,,
flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty,flow depth [m],mean-1sigma fragility,mean fragility,mean+1sigma fragility,median,logarithmic standard deviation,epistemic uncertainty
0.000001,0,1.06591E-07,1.2715E-06,0.267741352,0.557210409,0.176017054,0.000001,0,2.26695E-18,5.97599E-17,1.307526318,0.579068087,0.062224506
0.01,0,0.002686049,0.010348196,,,,0.01,0,2.03904E-07,1.28721E-06,,,
0.02,0,0.007186693,0.023027478,,,,0.02,0,1.81032E-06,8.77985E-06,,,
0.03,0,0.013195584,0.037563731,,,,0.03,0,6.77833E-06,2.78251E-05,,,
0.04,0,0.020633503,0.05374628,,,,0.04,0,1.76697E-05,6.4149E-05,,,
0.05,0,0.029464909,0.071434805,,,,0.05,0,3.76348E-05,0.000123957,,,
0.06,0,0.039669254,0.090516841,,,,0.06,0,7.04031E-05,0.000213929,,,
0.07,0,0.051230959,0.110892391,,,,0.07,0,0.000120272,0.000341191,,,
0.08,0,0.064134769,0.132466907,,,,0.08,0,0.000192093,0.000513267,,,
0.09,0.001578728,0.078363195,0.155147662,,,,0.09,0,0.000291244,0.000738029,,,
0.1,0.008948112,0.093894928,0.178841744,,,,0.1,0,0.00042361,0.001023635,,,
0.11,0.017952587,0.110703749,0.20345491,,,,0.11,0,0.000595536,0.00137846,,,
0.12,0.028624535,0.128757749,0.228890964,,,,0.12,0,0.000813791,0.001811027,,,
0.13,0.040986028,0.148018743,0.255051458,,,,0.13,0,0.00108551,0.002329924,,,
0.14,0.055048005,0.168441826,0.281835648,,,,0.14,0,0.001418131,0.00294373,,,
0.15,0.070809501,0.189975057,0.309140612,,,,0.15,0,0.001819328,0.003660921,,,
0.16,0.088256938,0.212559238,0.336861538,,,,0.16,0.000104067,0.002296928,0.004489788,,,
